Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P1,C4,P2,A1,5.0
P1,C4,P2,A2,5.0
P1,C4,P2,A3,5.0
P1,C4,P2,A4,5.0
P1,C4,P2,A5,5.0
P1,C4,P2,A6,5.0
P1,C4,P2,A7,5.0
P1,C4,P2,A8,5.0
P1,C4,P2,B1,5.0
P1,C4,P2,B2,5.0
P1,C4,P2,B3,5.0
P1,C4,P2,B4,5.0
P1,C4,P2,B5,5.0
P1,C4,P2,B6,5.0
P1,C4,P2,B7,5.0
P1,C4,P2,B8,5.0
P1,C4,P2,C1,5.0
P1,C4,P2,C2,5.0
P1,C4,P2,C3,5.0
P1,C4,P2,C4,5.0
P1,C4,P2,C5,5.0
P1,C4,P2,C6,5.0
P1,C4,P2,C7,5.0
P1,C4,P2,C8,5.0
P1,C4,P2,D1,5.0
P1,C4,P2,D2,5.0
P1,C4,P2,D3,5.0
P1,C4,P2,D4,5.0
P1,C4,P2,D5,5.0
P1,C4,P2,D6,5.0
P1,C4,P2,D7,5.0
P1,C4,P2,D8,5.0
P1,C4,P2,E1,5.0
P1,C4,P2,E2,5.0
P1,C4,P2,E3,5.0
P1,C4,P2,E4,5.0
P1,C4,P2,E5,5.0
P1,C4,P2,E6,5.0
P1,C4,P2,E7,5.0
P1,C4,P2,E8,5.0
P1,C4,P2,F1,5.0
P1,C4,P2,F2,5.0
P1,C4,P2,F3,5.0
P1,C4,P2,F4,5.0
P1,C4,P2,F5,5.0
P1,C4,P2,F6,5.0
P1,C4,P2,F7,5.0
P1,C4,P2,F8,5.0
